3,48
4,47
6,46
9,44
13,43
18,41
24,40
31,40
39,39
46,39
52,40
58,40
63,39
67,37
70,34
72,32
73,29
73,27
72,26
70,24
67,22
63,21
58,20
54,20
51,21
47,23
42,26
36,30
30,33
23,35
17,36
12,36
8,35
5,33
3,30
2,26
2,23
3,21
5,20
8,18
12,15
17,11
23,7
30,4
38,2
46,1
53,1
59,2
66,4
72,7
